State,Bedroom,Bathroom,Area,LotArea,Latitude,Longitude,ListedPrice
0,2.0,2.0,1858.0,0.3399999999999999,60.950985,-149.12822,1200000.0
4,3.0,2.0,2175.0,0.1263085399449035,38.569805,-121.44456,1199999.0
3,5.0,3.5,3082.0,0.3250918273645546,33.538563,-112.07063,1199900.0
40,5.0,4.0,3552.0,1.09,35.96787,-86.703186,1199900.0
3,4.0,3.0,2385.0,0.1679063360881542,33.493008,-112.01142,1199000.0
9,4.0,3.0,3162.0,0.5,33.788616,-84.30091,1199000.0
5,3.0,3.0,4216.0,0.1399999999999999,39.440662,-104.91312,1199000.0
20,4.0,4.0,4450.0,0.3399999999999999,42.513016,-83.15021,1199000.0
29,5.0,5.0,3706.0,6.28,40.177544,-74.408745,1199000.0
3,4.0,3.0,3817.0,0.5900000000000001,34.45725,-114.31655,1199000.0
5,5.0,4.0,3050.0,0.1434802571166207,39.73561,-104.92261,1195000.0
44,3.0,4.0,3936.0,44.0,44.582096,-72.92979,1195000.0
